,nome,biografia
10,Aldo de Sá Brito Souza Neto,"Aldo de Sá Brito Souza Neto, nascido na cidade do Rio de Janeiro (RJ), em 20 de janeiro de 1951, ingressou na Ação Libertadora Nacional (ALN) aos 17 anos. Aldo faleceu em 6 de janeiro de 1971, então com 19 anos, na cidade de Belo Horizonte, enquanto realizava uma ação armada em uma agência do Banco Nacional de Minas Gerais. Segundo a versão oficial, Aldo faleceu ao tentar escapar do cerco policial. Contudo, conforme testemunhas, Aldo foi preso por agentes do DOI-CODI de Belo Horizonte e foi morto com a utilização do instrumento de tortura chamado “coroa de cristo”."
11,Alex de Paula Xavier Pereira,"Nascido no Rio de Janeiro em 9 de agosto de 1949, Alex de Paula Xavier Pereira era filho de militantes comunistas e ingressou, ainda jovem, no Partido Comunista Brasileiro (PCB). Integrou a Ação Libertadora Nacional (ALN) desde a sua fundação e também atuava no movimento estudantil. Em 1970, foi para Cuba fazer treinamento de guerrilha. A foto de seu rosto apareceu em diversos cartazes distribuídos pelo país, com o título “Terroristas Procurados”. Tornou-se chefe de um Grupo Tático Armado da ALN, passou a viver na clandestinidade e respondeu, à revelia, a alguns processos na Justiça Militar. Alex de Paula foi morto sob tortura no dia 20 de janeiro de 1972, junto de seu companheiro de militância da Ação Libertadora Nacional (ALN), Gelson Reicher, por agentes do DOI-CODI do II Exército. A nota oficial fornecida pelos órgãos de segurança foi divulgada pela imprensa dois dias depois com a versão de que Alex e Gelson teriam sido mortos em confronto armado com as forças de segurança do Estado. O trabalho de desvendamento das circunstâncias que culminaram nas mortes de Alex e Gelson ganhou impulso, contraditoriamente, a partir da nota distribuída à imprensa, em que havia a informação dos codinomes que os dois militantes
utilizavam na clandestinidade. Foi com esses nomes que os agentes do Estado registraram a entrada dos corpos de Alex e Gelson no Instituto Médico Legal; Alex Xavier como “João Maria de Freitas” e Gelson Reicher como “Emiliano Sessa”. Com esses nomes falsos, enterraram os dois militantes como indigentes no Cemitério Dom Bosco, em Perus (SP). Desde a divulgação da nota oficial comunicando a morte de Alex e, sobretudo, a partir da descoberta de seus restos mortais em 1979, seus familiares questionavam o fato de que, apesar de conhecer a identidade de Alex, os órgãos de segurança o sepultaram como indigente e com nome falso, para impedir o acesso ao seu corpo. Além disso, com a abertura de documentos do DOPS/SP em 1992, foram localizadas fotos dos corpos de Alex e Gelson, demonstrando a visível presença de inúmeros hematomas e escoriações. Para avançar na elucidação das circunstâncias de morte dos militantes, a Comissão de Familiares de Mortos e Desaparecidos Políticos encaminhou a cópia das fotografias encontradas para elaboração de um laudo e parecer. O laudo, elaborado pelo doutor Nelson Massini, em 6 de março de 1996, atestou que Alex Xavier foi morto sob tortura. Em 24 de fevereiro de 2014, a CNV realizou um laudo pericial sobre a morte de Alex de Paula Xavier Pereira. As análises comparativas entre o laudo de necropsia realizado no IML de São Paulo em 1972 pelos legistas Issac Abramovitc e Abeylard de Queiroz Orsini, além do laudo produzido por Nelson Massini em 1996, revelaram incontornáveis contradições. De acordo com o laudo da CNV, as lesões a tiros no corpo de Alex Xavier eram incompatíveis com as lesões que pessoas mortas em tiroteio apresentariam. A versão que foi apresentada para a morte de Alex de Paula Xavier Pereira consistiria em mais um exemplo das farsas montadas por agentes da repressão para encobrir ações ilegais."
12,Alexander José Ibsen Voerões,"Alexander José Ibsen Voerões, filho de pai húngaro e mãe chilena, nasceu no dia 5 de julho de 1952, em Santiago de Chile. Sua família mudou-se para o Brasil ainda em agosto de 1952. Tendo concluído o ginasial no Colégio Campos Salles em São Paulo, ganhou uma bolsa de estudo integral no Centro de Estudos Filo-Juris para candidatar-se ao curso de Biologia da Universidade de São Paulo no ano de 1970. Nessa época começou a militância política na Ação Libertadora Nacional (ALN) e, posteriormente, ingressou no Movimento de Libertação Popular (Molipo). Foi um dos organizadores do XXX Congresso da União Nacional de Estudantes (UNE), em Ibiúna, tendo sido detido nesta ocasião. Morreu em 27 de fevereiro 1972 aos 19 anos. Desde o ano de 1971, Alexander já estava sendo perseguido devido o envolvimento na luta contra a ditadura e com seu ingresso na Molipo. Segundo a versão divulgada pela repressão, Alexander e seu companheiro de militância, Lauriberto José Reyes teriam sido mortos em tiroteio com policiais. Nesta situação, um morador do local, Napoleão Felipe Biscaldi, também teria sido atingido pelas balas e morrido. Em nota do jornal Folha de S.Paulo, de 29 de fevereiro de 1972, os militantes foram responsabilizados pelo tiro que levou Napoleão à morte. Alexander e Lauriberto foram examinados pelos legistas Isaac Abramovitc e Walter Sayeg, que confirmaram as versões sobre as mortes decorrentes de confronto armado. Nas requisições de exame ao Instituto Médico-Legal de São Paulo (IML/SP), solicitadas pelo DOPS/SP, há a letra T manuscrita, uma estratégia utilizada na época para indicar que se tratava de corpos de militantes, chamados de terroristas pelos órgãos da repressão. Passados mais de 40 anos, investigações sobre esse episódio revelaram a existência de vários elementos que permitem apontar que a versão divulgada à época não se sustenta. Apesar de resultar em violenta ação policial, não foi realizada à época nenhuma perícia que permitisse a comprovação do suposto tiroteio. Ao examinar os documentos do caso, a CEMDP (Comissão Especial sobre Mortos e Desaparecidos Políticos) considerou as mortes dos militantes como um caso de execução. No período de investigações da CEMDP, a comissão visitou o local do crime para levantar informações sobre o caso com os moradores da região. A execução dos militantes foi vista por toda a vizinhança e nos depoimentos foram recolhidas informações de que já havia sido preparada uma emboscada para os militantes que, conforme contam, teriam tentado fugir, mas não estavam armados, nem teriam reagido."
13,Alexandre Vannucchi Leme,"Nascido em Sorocaba em 1950, Alexandre era filho de professores e estudante de 4º ano de Geologia na Universidade de São Paulo (USP). Conhecido como Minhoca, Alexandre era representante dos estudantes na Congregação do Instituto de Geociências e militava na ALN à época de sua prisão. Foi visto pela última vez em 15 de março quando assistia a suas aulas. Foi preso por volta das 11 horas do dia seguinte, 16 de março de 1973, por agentes do DOI-CODI/SP. Sua prisão ocorreu no marco de um inquérito policial instaurado nesse órgão “para apurar as atividades subversivas da ALN, nesta capital, no qual se envolve Alexandre Vannucchi Leme”, segundo consta do Ofício nº 503/73-GD, do DOPS. No dia seguinte à sua prisão, Alexandre teria morrido em decorrência das feridas causadas por atropelamento de um caminhão. Em nota publicada pelo jornal O Globo em 1° de abril de 1973, no dia 17 de março Alexandre teria declarado um encontro, às 11 horas, com um companheiro no cruzamento das ruas Bresser com Celso Garcia, no Brás. Levado para o local, Alexandre teria entrado em um bar, enquanto os agentes aguardavam à distância. Depois de beber, o militante teria saído “em desabalada carreira, aproveitando-se de que o semáforo, recém-aberto, ainda permitia uma passagem arriscada”, momento em que teria sido atingido por um caminhão Mercedes Benz. As reais circunstâncias de morte de Alexandre foram esclarecidas pelos depoimentos de nove presos políticos na 1ª Auditoria Militar, em julho de 1973. Segundo as declarações, Alexandre foi torturado nos dias 16 e 17 de março por duas equipes do DOI-CODI/SP. Ao meio dia de 17 de março, Alexandre foi jogado na cela-forte e por volta das 17h, o carcereiro foi buscá-lo para uma nova sessão, quando descobriu que estava morto. As celas próximas àquela ocupada pelo militante foram evacuadas e o corpo ensanguentado, retirado. Os policiais informaram aos presos que Alexandre teria se suicidado com lâmina de barbear. Em depoimento prestado à CNV em 21 de novembro de 2012, Marival Chaves Dias do Canto, ex- servidor do DOI-CODI/II Exército na época em que Vannucchi esteve preso, admitiu que ele foi morto nas dependências daquele órgão. Ao ser questionado se foi suicídio ou suposto suicídio, Marival respondeu: “Suposto suicídio. [...] O Vannucchi, a história que contam no DOI é que ele foi levado para a enfermaria, para fazer um curativo, se apossou de uma gilete e cortou o pulso, essa é a versão, mas isso não é verdadeiro. Essas pessoas morreram todas no pau de arara, todas sob interrogatório.” Em 12 de dezembro de 2013, a 2ª Vara de Registros Públicos do Tribunal de Justiça de São Paulo determinou, em sentença proferida pela juíza Renata Mota Maciel Madeira, a retificação da causa de morte de Alexandre Vannucchi Leme. De acordo com a decisão da magistrada, na certidão de óbito de Alexandre devia constar que sua morte decorreu de lesões provocadas por tortura."
14,Alfeu de Alcântara Monteiro,"Nascido no Rio Grande do Sul, Alfeu de Alcântara Monteiro era natural de Itaqui. Ingressou na Escola Militar do Realengo em 1941 e, no ano seguinte, formou-se como aspirante a oficial na Escola da Aeronáutica. Enquanto militar pautava suas ações movido pela legalidade, em respeito aos direitos e garantias constitucionais, o que pode ser observado pelos acontecimentos políticos em que se envolveu ainda antes do golpe de 1964. Engajou-se na linha de frente da campanha da legalidade no Rio Grande do Sul, promovida pelo governador Leonel Brizola, cujo objetivo era garantir a posse do presidente João Goulart após a renúncia de Jânio Quadros, em agosto de 1961. O comandante da 5ª Zona Aérea, brigadeiro Aureliano Passos, seguiu as ordens do chefe do Estado-Maior das Forças Armadas, Orlando Geisel, e tentou bombardear o Palácio Piratini. Foi nesse momento que Alfeu se indispôs com alguns militares que protagonizariam o golpe de 1964. Em setembro de 1961, após a posse de Goulart, assumiu o Comando da 5ª Zona Aérea, na cidade de Canoas. Segundo O Semanário, Alfeu foi empossado nesse comando pela “oficialidade revoltada” que tinha como objetivo, junto com o III Exército, garantir a posse de Jango. De acordo com o periódico, o III Exército se apresentava como “o mais aguerrido para impedir a implantação de uma ditadura militar”. No dia 31 de março de 1964, desligou-se do Quartel-General da 5ª Zona Aérea. Consta que no dia 1º de abril daquele ano o tenente-coronel Alfeu constituiu uma patrulha ao aeroporto Salgado Filho, com o objetivo de garantir o desembarque do presidente deposto João Goulart. Em 4 de abril de 1964, quando voltou à 5ª Zona Aérea para uma reunião entre os oficiais foi assassinado por militares, sendo executado a tiros pelo oficial da Aeronáutica Roberto Hipólito da Costa, dentro de seu próprio gabinete, por recusar-se a apoiar o golpe militar que derrubara o então presidente da República João Goulart. Alfeu, então tenente-coronel, foi o primeiro militar morto em decorrência da repressão aos opositores após o golpe. A versão divulgada pelos órgãos de repressão é a de que ele foi morto com um único tiro, resultante de legítima defesa do Major Brigadeiro Nelson Lavanère Wanderley, após Alfeu tê-lo ferido com dois tiros, quando lhe fora dada ordem de prisão por não aceitar o novo comando. Segundo o Dossiê dos Mortos e Desaparecidos Políticos do Comitê Brasileiro pela Anistia, Seção Rio Grande do Sul, Alfeu foi morto pelas costas por uma rajada de metralhadora, tendo sido encontrados 16 projéteis em seu corpo. Depoimentos de oficiais que estavam presentes no quartel naquele momento noticiam que o Coronel aviador Roberto Hipólito da Costa abriu a porta do gabinete, onde estavam o Major Brigadeiro Nelson Lavanère Wanderley e o tenente-coronel Alfeu, e o alvejou pelas costas. Com base nesses relatos e na perícia, a família ingressou com um processo incriminando o coronel-aviador como principal responsável e autor dos disparos. Roberto Hipólito da Costa, que foi considerado inocente após a conclusão do processo, era sobrinho do Marechal Humberto de Alencar Castello Branco. Dois dias depois da morte de Alfeu, o ministro da Aeronáutica, tenente-brigadeiro Francisco de Assis Correa de Mello, distribuiu uma nota oficial à imprensa confirmando a morte do tenente-coronel Alfeu de Alcântara Monteiro. Alertou ainda a outros oficiais-generais “a necessidade de desmontar, sem mais tardança, o esquema de subversão que fora armado pelo Poder Executivo deposto, a fim de assegurar a estabilidade das instituições nacionais”, inserindo, portanto, a morte de Alfeu nesse quadro de expurgo a ser realizado."
15,Almir Custódio de Lima,"Nascido no estado de Pernambuco, Almir Custódio de Lima ingressou no Partido Comunista Brasileiro Revolucionário (PCBR), ainda quando era estudante secundarista. Após mudar-se para a cidade do Rio de Janeiro, onde trabalhou como operário metalúrgico da Aluferco, foi responsável por mobilizar os operários na resistência à ditadura militar. Almir foi morto por agentes do DOI-CODI do I Exército, no dia 27 de outubro de 1973, então com 23 anos, no episódio conhecido como “Chacina da Praça da Sentinela” ou “Chacina de Jacarepaguá”. Seu corpo foi carbonizado dentro de um carro junto com o de outros militantes do PCBR e seus restos mortais não foram, até os dias atuais, localizados e identificados."
16,Aluízio Palhano Pedreira Ferreira,"Nascido no município de Pirajuí (SP), Aluizio Palhano Pedreira mudou para Niterói (RJ) depois da morte do pai. Concluiu os ensinos no colégio Plínio Leite, também em Niterói, e formou-se em Direito pela Faculdade de Direito da Universidade Federal Fluminense (UFF). Aos 21 anos, foi aprovado em concurso público para o Banco do Brasil, tornando-se bancário, e iniciou suas atividades políticas, como sindicalista. Muito combativo e atuante, Aluizio foi duas vezes presidente do Sindicato dos Bancários e, posteriormente, presidente da Confederação Nacional dos Trabalhadores em Empresas de Crédito (Contec). Com o golpe de 1964 e o Ato Institucional nº 1, foi demitido do Banco do Brasil e teve seus direitos políticos cassados. Em junho de 1964, exilou-se no México, onde viveu até o final do ano; em seguida, dirigiu-se para Cuba, onde trabalhou na colheita de cana-de-açúcar e na Rádio Havana. No ano de 1966, foi eleito representante do movimento sindical do Brasil na Organização Latino-Americana de Solidariedade (OLAS). No final de 1970, retornou clandestinamente ao Brasil, já como militante da Vanguarda Popular Revolucionária (VPR). Pouco mais de cinco meses depois do seu retorno ao Brasil, Aluízio foi sequestrado por agentes da repressão no dia 9 de maio de 1971. Há indícios de que tenha sido entregue às forças de segurança pelo agente infiltrado José Anselmo dos Santos, o Cabo Anselmo, intermediário de seus contatos com militantes da VPR no Brasil. Já no ano de 1975, presos políticos denunciaram sua prisão e morte por meio de uma carta-denúncia enviada ao presidente do Conselho Federal da OAB. O documento, conhecido como “Bagulhão”, atesta que Palhano teria sido preso em 9 de maio de 1971 por agentes do DOI- CODI do II Exército e, então, levado à sede daquele órgão, onde foi barbaramente torturado. Ainda de acordo com o documento, Aluízio teria sido levado à sede do Cenimar, no Rio de Janeiro (RJ), e, no dia 15 de maio, novamente encaminhado a São Paulo, onde foi torturado ininterruptamente até o dia 20 daquele mês, quando os presos políticos não tiveram mais contato com Aluízio. Em depoimento à Comissão da Verdade do Estado de São Paulo Rubens Paiva em 25 de fevereiro de 2013 o procurador da República Sérgio Suiama, um dos proponentes de denúncia feita pelo Ministério Público Federal em São Paulo (MPF-SP) contra Carlos Alberto Brilhante Ustra e Dirceu Gravina, relatou que fontes e dados levantados pelo MPF-SP corroboram com as informações fornecidas pelos presos políticos na carta-denúncia mencionada acima e acrescentou que documentos de arquivos públicos, tanto do estado de São Paulo quanto federais, comprovam que os órgãos de repressão monitoravam as atividades de Aluízio Palhano desde 1964. Para o MPF-SP a concomitância entre os locais e datas relacionados às circunstâncias de desaparecimento de Aluízio Palhano presente nos documentos coletados e nos depoimentos dos ex-presos políticos, atestam a materialidade dos crimes de sequestro, tortura, morte e ocultação de cadáver cometidos contra Aluízio Palhano Pedreira Ferreira pelos agentes da repressão Carlos Alberto Brilhante Ustra e Dirceu Gravina. Em depoimento à CNV, em 11 de novembro de 2014, uma testemunha, que solicitou que seu nome fosse mantido em sigilo, informou que Aluízio Palhano foi morto por haver se negado a colaborar com a repressão e também por ter sido reconhecido, na Casa da Morte de Petrópolis, por um concunhado, Fernando Ayres da Motta, ex-interventor de Petrópolis e frequentador daquele centro clandestino. Os vínculos de parentesco foram confirmados por análise realizada pela CNV, o que permite inferir que ele foi de fato levado para Petrópolis e que, ao ser reconhecido pelo concunhado, foi transferido de volta ao DOI-CODI/II Exército, onde foi morto sob tortura, possivelmente no dia 20 de maio de 1971."
17,Alvino Ferreira Felipe,"Nascido na cidade de Ferros (MG), Alvino Ferreira Felipe mudou-se para Ipatinga (MG), no ano de 1958, em busca de melhores condições de vida. Ao lado da companheira Maria Dias Martins e dos cinco filhos, residia no distrito de Barra Alegre. Em 20 de fevereiro de 1961, passou a trabalhar na empreiteira A. D. Cavalcanti, que prestava serviços a Usinas Siderúrgicas de Minas Gerais (Usiminas). Aos 42 anos de idade, Alvino morreu em 7 de outubro de 1963 no episódio conhecido como “Massacre de Ipatinga”, uma operação policial realizada contra uma multidão de trabalhadores grevistas, formada por mais de 5 mil metalúrgicos e operários da construção civil que protestavam contra as condições indignas de trabalho impostas pela empresa siderúrgica Usiminas. Sabe-se que ao menos oito pessoas morreram e 90 ficaram feridas. No dia do conflito, Alvino Ferreira passava em frente à Usiminas, quando foi atingido por disparo de arma de fogo e morreu imediatamente. Segundo relato de sua filha, Maria da Conceição Gomes, Alvino dirigia-se à sede do Instituto de Aposentadoria e Pensões Industriários (IAPI), em Acesita, onde realizaria uma perícia médica para avaliar as sequelas causadas por um acidente em que fora atingido pela roda de um caminhão. Alvino faleceu no local do massacre. Seu corpo foi levado para o interior do escritório central da empresa. Inicialmente, pensaram tratar-se de um morador de rua, em razão da simplicidade das roupas que usava. Contudo, um funcionário da usina reconheceu seu corpo e informou à família sobre o ocorrido. Os restos mortais de Alvino Ferreira Felipe foram enterrados no cemitério de Barra Alegre, em Ipatinga."
18,Amaro Félix Pereira,"Amaro Félix Pereira foi trabalhador rural, trabalhou em engenhos e usinas da região de Barreiros (PE), onde também foi ligado ao sindicato de trabalhadores rurais e militante do Partido Comunista Revolucionário (PCR). Em razão de sua atividade política, Amaro foi preso em diferentes situações em 1964, 1966 e 1969, até ser desaparecido entre 1971 e 1972. Na primeira ocasião em que foi detido por agentes da repressão, sua esposa grávida foi violentada pelos policiais, que o mantiveram preso e sob torturas por quase um mês. Depois de sua terceira prisão, Amaro sofreu ameaças de morte por agentes da repressão e funcionários da Usina Central de Barreiros em razão de ""atividades subversivas"" e ""agitações"". Diante das circunstâncias e das investigações realizadas, conclui-se que Amaro Félix Pereira foi sequestrado e desaparecido, entre os anos de 1971 e 1972, na região de Rio Formoso (PE), em contexto de sistemáticas violações de direitos humanos promovidas pela ditadura."
19,Amaro Luiz de Carvalho,"Amaro Luiz de Carvalho foi líder camponês, ligado ao sindicato dos trabalhadores rurais da região de Barreiros (PE). Em sua trajetória política, soma-se destacada participação na criação de Ligas Camponesas, na fundação de sindicatos de trabalhadores rurais e têxteis, pertenceu ao Partido Comunista Brasileiro (PCB), ao Partido Comunista do Brasil (PCdoB), foi um dos fundadores do Partido Comunista Revolucionário (PCR) e, ainda, participou de formações políticas em Cuba e China. Amaro foi morto em agosto de 1971, no interior da Casa de Detenção de Recife, onde cumpria pena em razão de suas atividades políticas. A versão oficial divulgada à época foi a de envenenamento perpetrada por companheiros de militância, contudo, as investigações concluíram que a morte de Amaro foi causada por “hemorragia pulmonar decorrente de traumatismo do tórax por instrumento contundente”. Portanto, conclui-se que Amaro Luiz de Carvalho morreu em decorrência de ação perpetrada por agentes do Estado brasileiro, de causa não natural, sendo falsa a versão de morte por envenenamento."
20,Ana Maria Nacinovic Corrêa,"Nascida no Rio de Janeiro, Ana Maria Nacinovic Corrêa realizou seus estudos primários e secundários no Colégio São Paulo, em Ipanema (RJ). Ingressou na Faculdade de Belas Artes aos 21 anos, mas não chegou a concluir o curso. Ana Maria ligou-se à ALN no Rio de Janeiro (RJ) e, depois, deslocou-se para São Paulo (SP), com o objetivo de integrar o comando regional da organização. Em setembro de 1971, foi a única sobrevivente de uma emboscada do Destacamento de Operações de Informações – Centro de Operações de Defesa Interna de São Paulo (DOI-CODI/SP) contra militantes da ALN na Mooca em São Paulo (SP). Nessa operação morreram Antônio Sérgio de Matos, Manuel José Mendes Nunes e Eduardo Antônio da Fonseca. A versão dos órgãos de segurança sobre a morte de Ana Maria e outros dois militantes da ALN, Iuri Xavier Pereira e Marcos Nonato da Fonseca, foi divulgada nos jornais O Globo, Jornal do Brasil e Estado de S. Paulo nas edições de 15 de junho de 1972. De acordo com a nota, “por volta das 14h, os agentes de segurança aproximaram-se dos terroristas, dando-lhes voz de prisão, tendo os citados terroristas reagido a bala de armas automáticas e metralhadoras”. Ainda segundo essa versão, o cerco policial teria sido montado depois de uma denúncia com o objetivo de capturar indivíduos procurados pelas forças de repressão. O confronto armado teria ocorrido no restaurante Varella, no bairro da Mooca, em São Paulo, onde os agentes de segurança localizaram quatro militantes da ALN – três dos quais morreram, enquanto o quarto, Antônio Carlos Bicalho Lana, conseguiu escapar. Evidências, no entanto, contradizem a versão de morte em tiroteio e indicam que os militantes foram vítimas de execução e, provavelmente, de tortura, nas dependências do DOI-CODI do II Exército (SP). Apesar de tratar- se de confronto armado em local público, não foi realizada perícia de local que permitisse comprovar o suposto tiroteio, e os corpos dos militantes mortos não foram levados para o necrotério. Também não foram localizados documentos que registrem a relação das armas utilizadas ou mostrem fotos do local. Nas investigações realizadas pela CEMDP, o perito Celso Nenevê, após análise dos casos e dos materiais periciais disponíveis, recomendou a exumação e exame dos restos mortais dos militantes mortos. A análise comparativa entre o laudo de necropsia, concluído no Instituto Médio Legal de São Paulo em 20 de junho de 1972, e o laudo produzido pelos peritos mencionados em janeiro de 1997 evidencia grandes contradições. O laudo de exame de corpo de delito de Ana Maria, assinado pelos médicos Isaac Abramovitc e Abeylardo de Q. Orsini, corrobora a falsa versão da morte e indica que o corpo da militante estava sem roupas quando deu entrada no IML, situação pouco comum se considerado o fato de que morreu em tiroteio em lugar público."
21,Ana Rosa Kucinski,"Nascida em São Paulo, Ana Rosa Kucinski, também conhecida como Ana Rosa Silva, era filha de judeus poloneses que imigraram para o Brasil na primeira metade do século XX. Nos primeiros anos da década de 1960, iniciou seus estudos na Universidade de São Paulo (USP), onde concluiu a graduação em Química no ano de 1967. Na mesma época conheceu o físico Wilson Silva, com quem se casou no dia 11 de julho de 1970. Tornou-se professora do Instituto de Química da USP e prosseguiu seus estudos na mesma universidade. Em 1972, Ana Rosa concluiu o doutorado em Filosofia. Ana Rosa desapareceu no dia 22 de abril de 1974 na companhia de seu marido, Wilson Silva, quando foi presa por agentes do Estado brasileiro, na cidade de São Paulo. Desde então, o Estado brasileiro apresentou diferentes posicionamentos para a prisão e desaparecimento de Ana Rosa e Wilson Silva. A princípio, o Estado recusou-se a fornecer qualquer informação, em decorrência do não reconhecimento da prisão do casal de militantes. Apenas em 1993, quase duas décadas após a prisão do casal, o relatório da Marinha, encaminhado ao Ministério da Justiça, confirmou que Wilson havia sido “preso em São Paulo a 22 de abril de 1974, e dado como desaparecido desde então”. No tocante a Ana Rosa, o documento apresenta acusações caluniosas, as quais são estendidas ao irmão dessa militante, Bernardo Kucinski. De acordo com depoimentos coletados pelas famílias de Wilson Silva e de Ana Rosa, no dia 22 de abril de 1974, por volta do meio-dia, o casal havia marcado um almoço em um restaurante situado nas proximidades da Praça da República, no centro de São Paulo. Desde então, o casal não voltou a ser visto. No mesmo dia, as famílias Silva e Kucinski, alertadas pelos colegas de trabalho de Ana Rosa, tomaram providências no intuito de localizar os dois militantes. O advogado Aldo Lins e Silva impetrou habeas corpus, em favor de Ana Rosa e Wilson, entretanto, com fundamento no Ato Institucional nº 5, o pedido foi negado. Em suma, nenhuma unidade militar ou policial reconhecia a prisão do casal. Em depoimentos prestados à Comissão Nacional da Verdade (CNV) em 2012 e 2014, Marival Chaves Dias do Canto explicitou que Ana Rosa e Wilson Silva foram levados à Casa da Morte de Petrópolis, ainda vivos, pela equipe do coronel do Exército Freddie Perdigão Pereira, a qual teria sido responsável posteriormente por suas mortes. Além disso, afirmou que Ana Rosa, Wilson e outros militantes da ALN foram presos após delação do agente infiltrado João Henrique Ferreira de Carvalho, o “Jota”. Naquela ocasião, ratificou a tentativa de extorsão à família de Ana Rosa por agentes do DOI, como já denunciado pelo irmão dela, Bernardo Kucinski. Apesar destes relatos, diante da privação de liberdade, da suposta morte e da ausência de identificação de seus restos mortais, a CNV entende que Ana Rosa Kucinski / Ana Rosa Silva, até a presente data, permanece desaparecida."
22,Anatália de Souza Melo Alves,"Nascida no Rio Grande do Norte, Anatália de Souza Melo Alves nasceu no município de Frutuoso Gomes. Quando tinha cinco anos, a família se mudou para Mossoró (RN), onde completou sua educação básica, concluindo os estudos no Colégio Estadual de Mossoró. Posteriormente, trabalhou na Cooperativa de Consumo Popular. Residiu em Mossoró até se casar com Luiz Alves Neto em novembro de 1968, quando passou a viver em um conjunto popular do Fundo de Habitação Popular do Estado de Pernambuco (Fundap), em uma casa simples. Apesar de não ter formação política, aproximou-se, assim como seu marido, do Partido Comunista Brasileiro Revolucionário (PCBR). Por conta disso, após a decretação do Ato Institucional nº 5 (AI-5), mudaram-se para Recife, atuando na Zona da Mata (PE). Anatália foi presa no dia 17 de dezembro de 1972 por agentes do Destacamento de Operações de Informações – Centro de Operações de Defesa Interna (DOI-CODI), do IV Exército, em Recife, e levada para um local desconhecido, juntamente com os militantes Edimilson Vitorino de Lima e Severino Quirino Miranda. De acordo com o cadastro de recebimento de presos, da Delegacia de Segurança Social de Pernambuco, é possível notar que a prisão de Anatália só foi registrada 26 dias após o seu sequestro, quando foi encaminhada do DOI-CODI à mencionada delegacia, ligada ao Departamento de Ordem Política e Social (DOPS) de Recife, no dia 13 de janeiro de 1973. Apesar desse registro, o auto de exibição e apreensão é do dia 14 de janeiro de 1973, posterior ao seu trânsito entre cárceres. Segundo versão apresentada pelos órgãos de segurança produzido pela Delegacia de Segurança Social, Anatália teria se enforcado com a tira de sua bolsa enquanto tomava banho nas dependências da própria delegacia, ocasião em que estava sob a vigilância do agente policial Artur Falcão Dizeu. Segundo o laudo do Instituto de Polícia Técnica (IPT) de Pernambuco, Anatália foi encontrada deitada numa cama de campanha, o que contraria a versão de que teria morrido no banheiro. De acordo com a análise pericial, sua morte teria sido causada por asfixia por enforcamento. Um fato obscuro, entretanto, chama a atenção para a violência presente no caso. A análise das fotos do laudo de perícia de local de ocorrência indica que seus órgãos genitais foram queimados. O laudo já citado, produzido pelo IPT, também reforça a evidência, esclarecendo que duas peças do vestuário usado pela vítima estavam parcialmente queimadas. Esse fato corrobora as declarações de algumas testemunhas, que afirmaram que Anatália teria sido submetida a diversos tipos de tortura, incluída violência sexual. As marcas de queimaduras se iniciavam na região pélvica, o que aponta para uma tentativa de eliminar os indícios de violência sexual. Ao mesmo tempo, um dos elementos que apontam para a inconsistência da versão apresentada pelos órgãos de repressão é o fato de uma presa incomunicável estar portando uma bolsa. Outro elemento que relativiza a versão de suicídio é o tamanho da alça da bolsa. Anatália foi sepultada sem que a família tomasse conhecimento e sem que lhes fosse entregue a certidão de óbito."
